candidatenumber,examYear,Student OpenEMIS ID,secondary,primaryschool,sex,EnglishRawscore,MathRawScore,EnglishConvertedScore,MathconvertedScore,Totals,essay,StudentParish,AddressAreaCode
024033,2024,1541620686,The Frederick Smith Secondary School,ST STEPHEN'S PRIMARY,M,17,1,64.31,70.95,135.26,E,ST. MICHAEL,SM
024034,2024,1542045323,Coleridge And Parry School,ST STEPHEN'S PRIMARY,M,72,48,105.01,96.41,201.42,C,ST. MICHAEL,SM
024035,2024,1542054277,St Leonard's Boys Secondary School,ST STEPHEN'S PRIMARY,M,40,18,81.33,80.16,161.49,D,ST. MICHAEL,SM
024037,2024,1542200987,Combermere School,ST STEPHEN'S PRIMARY,M,77,89,108.71,118.62,227.33,C,ST. MICHAEL,SM
024038,2024,1541620950,The Frederick Smith Secondary School,ST STEPHEN'S PRIMARY,M,10,11,59.13,76.37,135.5,E,ST. MICHAEL,SM
024039,2024,1542031414,The Frederick Smith Secondary School,ST STEPHEN'S PRIMARY,M,15,8,62.83,74.74,137.57,E,ST. MICHAEL,SM
024040,2024,1542046014,Alexandra Secondary School,ST STEPHEN'S PRIMARY,M,78,71,109.45,108.87,218.32,C,ST. MICHAEL,SM
024041,2024,1542201052,Ellerslie Secondary School,ST STEPHEN'S PRIMARY,M,42,22,82.81,82.33,165.14,C,ST. MICHAEL,SM
024042,2024,1542201125,Daryl Jordan Secondary School,ST. STEPHEN'S PRIMARY,M,32,25,75.41,83.95,159.36,E,ST. MICHAEL,SM
024043,2024,1519040235,Combermere School,ST. STEPHEN'S PRIMARY,M,75,89,107.23,118.62,225.85,C,ST. MICHAEL,SM
024044,2024,1542054456,Queen's College,ST. STEPHEN'S PRIMARY,M,92,97,119.81,122.96,242.77,B,ST. MICHAEL,SM
024045,2024,,The Lester Vaughn School,ST. STEPHEN'S PRIMARY,F,58,41,94.65,92.62,187.27,B,ST. GEORGE,SG
024046,2024,1542031519,Parkinson Secondary School,ST. STEPHEN'S PRIMARY,F,48,22,87.25,82.33,169.58,D,ST. MICHAEL,SM
024047,2024,1542054534,The Frederick Smith Secondary School,ST STEPHEN'S PRIMARY,F,53,16,90.95,79.08,170.03,D,ST. MICHAEL,SM
024048,2024,1541622021,Ellerslie Secondary School,ST STEPHEN'S PRIMARY,F,58,25,94.65,83.95,178.6,C,ST. MICHAEL,SM
024049,2024,1542031681,Ellerslie Secondary School,ST STEPHEN'S PRIMARY,F,56,33,93.17,88.29,181.46,C,ST. MICHAEL,SM
024050,2024,1542201181,Queen's College,ST STEPHEN'S PRIMARY,F,92,100,119.81,124.58,244.39,B,ST. PHILIP,SPL
024051,2024,1542031745,The Frederick Smith Secondary School,ST STEPHEN'S PRIMARY,F,43,13,83.55,77.45,161,D,ST. MICHAEL,SM
024052,2024,1542046760,Alexandra Secondary School,ST STEPHEN'S PRIMARY,F,79,83,110.19,115.37,225.56,C,ST. MICHAEL,SM
024053,2024,1538892430,Combermere School,ST. STEPHEN'S PRIMARY,F,87,82,116.11,114.83,230.94,C,ST. JAMES,SJ
024054,2024,1542054643,Deighton Griffith Secondary School,ST STEPHEN'S PRIMARY,F,67,58,101.31,101.83,203.14,C,ST. JOHN,SJN
024055,2024,1542201243,The Frederick Smith Secondary School,ST. STEPHEN'S PRIMARY,F,29,10,73.19,75.83,149.02,E,ST. MICHAEL,SM
024056,2024,1542031809,Springer Memorial Secondary School,ST. STEPHEN'S PRIMARY,F,65,40,99.83,92.08,191.91,C,ST. MICHAEL,SM
024057,2024,1542054704,Alexandra Secondary School,ST STEPHEN'S PRIMARY,F,79,72,110.19,109.41,219.6,B,ST. MICHAEL,SM
024058,2024,1542201328,Princess Margaret Secondary,ST STEPHEN'S PRIMARY,F,53,21,90.95,81.79,172.74,D,CHRIST CHURCH,CC
024059,2024,1541623302,Christ Church Foundation School,ST. STEPHEN'S PRIMARY,F,80,79,110.93,113.21,224.14,A,ST. PHILIP,SPL
024060,2024,1532055403,The Lester Vaughn School,ST STEPHEN'S PRIMARY,F,64,40,99.09,92.08,191.17,C,ST. MICHAEL,SM
024061,2024,1542031879,Coleridge And Parry School,ST STEPHEN'S PRIMARY,F,67,43,101.31,93.7,195.01,A,ST. MICHAEL,SM
024062,2024,1542047053,Alexandra Secondary School,ST STEPHEN'S PRIMARY,F,78,80,109.45,113.75,223.2,B,ST. LUCY,SL
024063,2024,1542031934,The Frederick Smith Secondary School,ST. STEPHEN'S PRIMARY,F,49,13,87.99,77.45,165.44,D,ST. JAMES,SJ
024064,2024,1542054772,Christ Church Foundation School,ST STEPHEN'S PRIMARY,F,79,75,110.19,111.04,221.23,C,ST. MICHAEL,SM
024065,2024,1537545994,Harrison College,ST STEPHEN'S PRIMARY,F,96,95,122.77,121.87,244.64,A,ST. MICHAEL,SM
024066,2024,1604502971,Alexandra Secondary School,ST STEPHEN'S PRIMARY,F,83,63,113.15,104.54,217.69,C,ST. LUCY,SL
024067,2024,1542201384,Alleyne School,ST STEPHEN'S PRIMARY,F,76,67,107.97,106.71,214.68,B,ST. MICHAEL,SM
024068,2024,1541624198,Combermere School,ST STEPHEN'S PRIMARY,F,85,77,114.63,112.12,226.75,B,ST. MICHAEL,SM
024069,2024,1542047117,Springer Memorial Secondary School,ST STEPHEN'S PRIMARY,F,74,50,106.49,97.5,203.99,C,ST. MICHAEL,SM
024070,2024,1542032065,Alexandra Secondary School,ST STEPHEN'S PRIMARY,F,78,81,109.45,114.29,223.74,B,ST. JAMES,SJ
024071,2024,1542047190,Alexandra Secondary School,ST STEPHEN'S PRIMARY,F,85,73,114.63,109.96,224.59,D,ST. MICHAEL,SM
024072,2024,3078469854,Queen's College,ST STEPHEN'S PRIMARY,F,92,96,119.81,122.42,242.23,D,ST. MICHAEL,SM
024073,2024,1542055117,Parkinson Secondary School,ST STEPHEN'S PRIMARY,F,52,39,90.21,91.54,181.75,D,ST. MICHAEL,SM
024074,2024,1542201453,The Frederick Smith Secondary School,ST STEPHEN'S PRIMARY,F,51,19,89.47,80.7,170.17,C,ST. MICHAEL,SM
024075,2024,1541624734,Coleridge And Parry School,ST STEPHEN'S PRIMARY,F,75,51,107.23,98.04,205.27,A,ST. MICHAEL,SM
024076,2024,1542032119,Combermere School,ST STEPHEN'S PRIMARY,F,84,83,113.89,115.37,229.26,B,ST. THOMAS,ST
024077,2024,1542201541,Daryl Jordan Secondary School,ST STEPHEN'S PRIMARY,F,52,18,90.21,80.16,170.37,D,ST. MICHAEL,SM
024078,2024,1541625033,Alexandra Secondary School,ST STEPHEN'S PRIMARY,F,75,66,107.23,106.16,213.39,C,ST. MICHAEL,SM
024079,2024,1542032184,Springer Memorial Secondary School,ST STEPHEN'S PRIMARY,F,65,46,99.83,95.33,195.16,B,ST. PETER,SP
024080,2024,1572627086,Alexandra Secondary School,ST STEPHEN'S PRIMARY,F,78,82,109.45,114.83,224.28,B,ST. MICHAEL,SM
024081,2024,1542047256,Alexandra Secondary School,ST STEPHEN'S PRIMARY,F,74,69,106.49,107.79,214.28,C,ST. MICHAEL,SM
024082,2024,1542055496,Alexandra Secondary School,ST STEPHEN'S PRIMARY,F,82,66,112.41,106.16,218.57,B,ST. MICHAEL,SM
024083,2024,1530065160,The Frederick Smith Secondary School,ST STEPHEN'S PRIMARY,F,9,8,58.39,74.74,133.13,E,ST. MICHAEL,SM
024084,2024,1530571886,Coleridge And Parry School,ST STEPHEN'S PRIMARY,F,71,43,104.27,93.7,197.97,C,ST. MICHAEL,SM
024085,2024,1542032288,Alexandra Secondary School,ST STEPHEN'S PRIMARY,F,82,77,112.41,112.12,224.53,C,ST. MICHAEL,SM
024086,2024,1541625765,The St Michael School,ST STEPHEN'S PRIMARY,F,86,86,115.37,117,232.37,B,ST. MICHAEL,SM
024087,2024,1542054382,Queen's College,ST. STEPHEN'S PRIMARY,M,91,84,119.07,115.92,234.99,B,,
024088,2024,1542043580,Alexandra Secondary School,ST. STEPHEN'S PRIMARY,M,75,82,107.23,114.83,222.06,C,,
024089,2024,1542053996,Alleyne School,ST STEPHEN'S PRIMARY,M,82,63,112.41,104.54,216.95,C,ST. THOMAS,ST
024090,2024,1542044321,,ST. STEPHEN'S PRIMARY,M,10,5,59.13,73.12,132.25,E,ST. THOMAS,ST
024096,2024,1542201980,The Frederick Smith Secondary School,ST. STEPHEN'S PRIMARY,F,58,14,94.65,77.99,172.64,C,ST. MICHAEL,SM
024097,2024,1542046143,The Frederick Smith Secondary School,ST. STEPHEN'S PRIMARY,F,37,17,79.11,79.62,158.73,E,ST. MICHAEL,SM
025001,2024,1529279792,The St Michael School,MILTON LYNCH PRIMARY,M,78,96,109.45,122.42,231.87,C,CHRIST CHURCH,CC
025002,2024,1532024602,St George Secondary School,MILTON LYNCH PRIMARY,M,13,7,61.35,74.2,135.55,E,CHRIST CHURCH,CC
025003,2024,1529279793,Graydon Sealy Secondary School,MILTON LYNCH PRIMARY,M,40,33,81.33,88.29,169.62,D,CHRIST CHURCH,CC
025004,2024,1529279794,Coleridge And Parry School,MILTON LYNCH PRIMARY,M,74,46,106.49,95.33,201.82,B,ST. MICHAEL,SM
025005,2024,1529420884,Deighton Griffith Secondary School,MILTON LYNCH PRIMARY,M,68,51,102.05,98.04,200.09,C,CHRIST CHURCH,CC
025006,2024,1529279795,Christ Church Foundation School,MILTON LYNCH PRIMARY,M,84,80,113.89,113.75,227.64,C,CHRIST CHURCH,CC
025007,2024,1529279796,Princess Margaret Secondary,MILTON LYNCH PRIMARY,M,19,28,65.79,85.58,151.37,E,CHRIST CHURCH,CC
025008,2024,1530114823,Christ Church Foundation School,MILTON LYNCH PRIMARY,M,77,78,108.71,112.66,221.37,D,CHRIST CHURCH,CC
025009,2024,1531999259,Graydon Sealy Secondary School,MILTON LYNCH PRIMARY,F,57,65,93.91,105.62,199.53,D,CHRIST CHURCH,CC
025010,2024,1530114824,Christ Church Foundation School,MILTON LYNCH PRIMARY,M,79,78,110.19,112.66,222.85,D,ST. PHILIP,SPL
025011,2024,1529420888,Graydon Sealy Secondary School,MILTON LYNCH PRIMARY,M,58,36,94.65,89.91,184.56,D,CHRIST CHURCH,CC
025012,2024,,Christ Church Foundation School,MILTON LYNCH PRIMARY,M,76,74,107.97,110.5,218.47,C,CHRIST CHURCH,CC
025013,2024,1529279798,The St Michael School,MILTON LYNCH PRIMARY,M,77,94,108.71,121.33,230.04,C,CHRIST CHURCH,CC
025014,2024,1531967912,Coleridge And Parry School,MILTON LYNCH PRIMARY,M,58,47,94.65,95.87,190.52,D,CHRIST CHURCH,CC
025015,2024,1529279799,Christ Church Foundation School,MILTON LYNCH PRIMARY,M,78,77,109.45,112.12,221.57,B,CHRIST CHURCH,CC
025016,2024,1529279801,St Leonard's Boys Secondary School,MILTON LYNCH PRIMARY,M,35,25,77.63,83.95,161.58,D,CHRIST CHURCH,CC
025017,2024,1529279802,St Leonard's Boys Secondary School,MILTON LYNCH PRIMARY,M,56,43,93.17,93.7,186.87,D,CHRIST CHURCH,CC
025018,2024,1530114827,Deighton Griffith Secondary School,MILTON LYNCH PRIMARY,M,68,52,102.05,98.58,200.63,C,CHRIST CHURCH,CC
025019,2024,1529279804,Christ Church Foundation School,MILTON LYNCH PRIMARY,M,80,86,110.93,117,227.93,C,CHRIST CHURCH,CC
025020,2024,1529279805,Parkinson Secondary School,MILTON LYNCH PRIMARY,M,70,41,103.53,92.62,196.15,D,CHRIST CHURCH,CC
025021,2024,1529279794,Christ Church Foundation School,MILTON LYNCH PRIMARY,M,79,70,110.19,108.33,218.52,D,CHRIST CHURCH,CC
025022,2024,1833656115,St Leonard's Boys Secondary School,MILTON LYNCH PRIMARY,M,28,38,72.45,91,163.45,E,CHRIST CHURCH,CC
025023,2024,1529279806,Deighton Griffith Secondary School,MILTON LYNCH PRIMARY,M,70,60,103.53,102.91,206.44,C,CHRIST CHURCH,CC
025024,2024,1529279807,St Leonard's Boys Secondary School,MILTON LYNCH PRIMARY,M,44,13,84.29,77.45,161.74,E,CHRIST CHURCH,CC
025025,2024,1529279808,Princess Margaret Secondary,MILTON LYNCH PRIMARY,M,21,9,67.27,75.29,142.56,E,CHRIST CHURCH,CC
025026,2024,1529279809,Graydon Sealy Secondary School,MILTON LYNCH PRIMARY,M,50,38,88.73,91,179.73,D,CHRIST CHURCH,CC
025027,2024,1529279810,Graydon Sealy Secondary School,MILTON LYNCH PRIMARY,M,51,23,89.47,82.87,172.34,D,CHRIST CHURCH,CC
026001,2024,1531279066,Combermere School,CHRIST CHURCH GIRLS  PRIMARY,F,82,83,112.41,115.37,227.78,B,CHRIST CHURCH,CC
026002,2024,,Harrison College,CHRIST CHURCH GIRLS  PRIMARY,F,81,97,111.67,122.96,234.63,B,CHRIST CHURCH,CC
026003,2024,1518713144,The Lodge School,CHRIST CHURCH GIRLS  PRIMARY,F,73,78,105.75,112.66,218.41,C,CHRIST CHURCH,CC
026004,2024,1531279047,Christ Church Foundation School,CHRIST CHURCH GIRLS  PRIMARY,F,80,88,110.93,118.08,229.01,B,CHRIST CHURCH,CC
026005,2024,1531279048,Harrison College,CHRIST CHURCH GIRLS  PRIMARY,F,84,84,113.89,115.92,229.81,C,CHRIST CHURCH,CC
026006,2024,1531279067,The St Michael School,CHRIST CHURCH GIRLS  PRIMARY,F,85,84,114.63,115.92,230.55,A,CHRIST CHURCH,CC
026007,2024,1524592308,The Lodge School,CHRIST CHURCH GIRLS  PRIMARY,F,77,71,108.71,108.87,217.58,B,CHRIST CHURCH,CC
026008,2024,1539716162,Queen's College,CHRIST CHURCH GIRLS  PRIMARY,F,87,97,116.11,122.96,239.07,A,CHRIST CHURCH,CC
026009,2024,1531279029,Springer Memorial Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,61,50,96.87,97.5,194.37,C,CHRIST CHURCH,CC
026010,2024,1531279049,Deighton Griffith Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,71,53,104.27,99.12,203.39,D,CHRIST CHURCH,CC
026011,2024,1531279030,The St Michael School,CHRIST CHURCH GIRLS  PRIMARY,F,83,95,113.15,121.87,235.02,A,CHRIST CHURCH,CC
026012,2024,1531279070,Princess Margaret Secondary,CHRIST CHURCH GIRLS  PRIMARY,F,19,14,65.79,77.99,143.78,D,CHRIST CHURCH,CC
026013,2024,1531279050,Deighton Griffith Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,73,51,105.75,98.04,203.79,D,CHRIST CHURCH,CC
026014,2024,1531999076,Princess Margaret Secondary,CHRIST CHURCH GIRLS  PRIMARY,F,49,11,87.99,76.37,164.36,D,CHRIST CHURCH,CC
026015,2024,1519096857,Springer Memorial Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,68,51,102.05,98.04,200.09,C,CHRIST CHURCH,CC
026016,2024,1537476219,Springer Memorial Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,75,39,107.23,91.54,198.77,C,CHRIST CHURCH,CC
026017,2024,1519096793,Princess Margaret Secondary,CHRIST CHURCH GIRLS  PRIMARY,F,44,33,84.29,88.29,172.58,E,CHRIST CHURCH,CC
026018,2024,1531279031,Queen's College,CHRIST CHURCH GIRLS  PRIMARY,F,93,96,120.55,122.42,242.97,A,ST. PHILIP,SPL
026019,2024,1531279071,Springer Memorial Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,72,45,105.01,94.79,199.8,A,CHRIST CHURCH,CC
026020,2024,1534170117,The St Michael School,CHRIST CHURCH GIRLS  PRIMARY,F,89,86,117.59,117,234.59,A,CHRIST CHURCH,CC
026021,2024,1530114852,Alexandra Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,78,58,109.45,101.83,211.28,B,CHRIST CHURCH,CC
026022,2024,1531279053,Deighton Griffith Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,83,68,113.15,107.25,220.4,B,CHRIST CHURCH,CC
026023,2024,1519922634,Deighton Griffith Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,68,67,102.05,106.71,208.76,D,CHRIST CHURCH,CC
026024,2024,1531279054,Springer Memorial Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,71,33,104.27,88.29,192.56,D,CHRIST CHURCH,CC
026025,2024,1531279033,Deighton Griffith Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,77,50,108.71,97.5,206.21,C,CHRIST CHURCH,CC
026026,2024,1531279034,Princess Margaret Secondary,CHRIST CHURCH GIRLS  PRIMARY,F,15,3,62.83,72.04,134.87,E,CHRIST CHURCH,CC
026027,2024,1531279073,Queen's College,CHRIST CHURCH GIRLS  PRIMARY,F,94,98,121.29,123.5,244.79,B,CHRIST CHURCH,CC
026028,2024,1531279055,Springer Memorial Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,60,40,96.13,92.08,188.21,C,CHRIST CHURCH,CC
026029,2024,1643214417,Graydon Sealy Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,55,36,92.43,89.91,182.34,E,CHRIST CHURCH,CC
026030,2024,1531279035,Princess Margaret Secondary,CHRIST CHURCH GIRLS  PRIMARY,F,55,11,92.43,76.37,168.8,B,CHRIST CHURCH,CC
026031,2024,1531279074,Deighton Griffith Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,71,62,104.27,104,208.27,B,CHRIST CHURCH,CC
026032,2024,1531279056,The Lodge School,CHRIST CHURCH GIRLS  PRIMARY,F,73,79,105.75,113.21,218.96,B,CHRIST CHURCH,CC
026033,2024,1531279036,The St Michael School,CHRIST CHURCH GIRLS  PRIMARY,F,91,87,119.07,117.54,236.61,C,CHRIST CHURCH,CC
026034,2024,1531279075,Springer Memorial Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,72,24,105.01,83.41,188.42,C,CHRIST CHURCH,CC
026035,2024,1531279057,Springer Memorial Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,71,47,104.27,95.87,200.14,B,CHRIST CHURCH,CC
026036,2024,1531279076,Springer Memorial Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,66,46,100.57,95.33,195.9,C,CHRIST CHURCH,CC
026037,2024,1531279037,Princess Margaret Secondary,CHRIST CHURCH GIRLS  PRIMARY,F,56,14,93.17,77.99,171.16,D,CHRIST CHURCH,CC
026038,2024,1531279058,Christ Church Foundation School,CHRIST CHURCH GIRLS  PRIMARY,F,90,70,118.33,108.33,226.66,A,CHRIST CHURCH,CC
026039,2024,1531279038,St George Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,13,6,61.35,73.66,135.01,E,CHRIST CHURCH,CC
026040,2024,1531279059,Graydon Sealy Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,68,23,102.05,82.87,184.92,C,CHRIST CHURCH,CC
026041,2024,1529420878,Springer Memorial Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,65,46,99.83,95.33,195.16,C,CHRIST CHURCH,CC
026042,2024,1531279077,Parkinson Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,38,27,79.85,85.04,164.89,E,CHRIST CHURCH,CC
026043,2024,1531279060,Deighton Griffith Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,74,52,106.49,98.58,205.07,C,CHRIST CHURCH,CC
026044,2024,1531279039,The Lodge School,CHRIST CHURCH GIRLS  PRIMARY,F,77,63,108.71,104.54,213.25,C,CHRIST CHURCH,CC
026045,2024,1531279078,Harrison College,CHRIST CHURCH GIRLS  PRIMARY,F,81,91,111.67,119.71,231.38,C,CHRIST CHURCH,CC
026046,2024,1531279079,Deighton Griffith Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,80,50,110.93,97.5,208.43,B,CHRIST CHURCH,CC
026047,2024,1531279080,Deighton Griffith Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,72,61,105.01,103.46,208.47,B,CHRIST CHURCH,CC
026048,2024,1531279081,Christ Church Foundation School,CHRIST CHURCH GIRLS  PRIMARY,F,74,86,106.49,117,223.49,A,CHRIST CHURCH,CC
026049,2024,1531279082,The St Michael School,CHRIST CHURCH GIRLS  PRIMARY,F,88,79,116.85,113.21,230.06,A,CHRIST CHURCH,CC
026050,2024,1531279041,Springer Memorial Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,66,48,100.57,96.41,196.98,D,CHRIST CHURCH,CC
026051,2024,1531279042,Princess Margaret Secondary,CHRIST CHURCH GIRLS  PRIMARY,F,16,4,63.57,72.58,136.15,E,CHRIST CHURCH,CC
026052,2024,1530489282,Graydon Sealy Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,51,35,89.47,89.37,178.84,C,CHRIST CHURCH,CC
026053,2024,1833656596,Harrison College,CHRIST CHURCH GIRLS  PRIMARY,F,82,92,112.41,120.25,232.66,C,ST. PHILIP,SPL
026054,2024,1575900995,Queen's College,CHRIST CHURCH GIRLS  PRIMARY,F,94,90,121.29,119.17,240.46,A,CHRIST CHURCH,CC
026055,2024,1531279083,Princess Margaret Secondary,CHRIST CHURCH GIRLS  PRIMARY,F,22,11,68.01,76.37,144.38,E,CHRIST CHURCH,CC
026056,2024,1532024598,Alexandra Secondary School,CHRIST CHURCH GIRLS  PRIMARY,F,74,80,106.49,113.75,220.24,D,CHRIST CHURCH,CC
026057,2024,1537901222,Queen's College,CHRIST CHURCH GIRLS  PRIMARY,F,85,94,114.63,121.33,235.96,A,CHRIST CHURCH,CC
026058,2024,1529720754,Christ Church Foundation School,CHRIST CHURCH GIRLS  PRIMARY,F,81,78,111.67,112.66,224.33,C,CHRIST CHURCH,CC
026059,2024,1531279043,Princess Margaret Secondary,CHRIST CHURCH GIRLS  PRIMARY,F,30,13,73.93,77.45,151.38,D,CHRIST CHURCH,CC
026060,2024,1531279044,Harrison College,CHRIST CHURCH GIRLS  PRIMARY,F,89,96,117.59,122.42,240.01,A,CHRIST CHURCH,CC
026061,2024,1537901432,Combermere School,CHRIST CHURCH GIRLS  PRIMARY,F,84,81,113.89,114.29,228.18,B,CHRIST CHURCH,CC
026062,2024,1531279045,Combermere School,CHRIST CHURCH GIRLS  PRIMARY,F,84,81,113.89,114.29,228.18,A,CHRIST CHURCH,CC
026063,2024,1537901569,Princess Margaret Secondary,CHRIST CHURCH GIRLS  PRIMARY,F,54,9,91.69,75.29,166.98,C,CHRIST CHURCH,CC
026064,2024,1639172417,Harrison College,CHRIST CHURCH GIRLS  PRIMARY,F,77,95,108.71,121.87,230.58,D,ST. PHILIP,SPL
026065,2024,1531279065,Christ Church Foundation School,CHRIST CHURCH GIRLS  PRIMARY,F,82,80,112.41,113.75,226.16,B,ST. THOMAS,ST
027001,2024,1637518526,St Leonard's Boys Secondary School,ST BARTHOLOMEW'S PRIMARY,M,39,15,80.59,78.54,159.13,E,CHRIST CHURCH,CC
027002,2024,1518713132,Deighton Griffith Secondary School,ST. BARTHOLOMEW'S PRIMARY,M,76,49,107.97,96.95,204.92,B,CHRIST CHURCH,CC
027003,2024,1518713133,Christ Church Foundation School,ST BARTHOLOMEW'S PRIMARY,M,77,75,108.71,111.04,219.75,A,ST. PHILIP,SPL
027004,2024,1604936411,Christ Church Foundation School,ST. BARTHOLOMEW'S PRIMARY,M,72,78,105.01,112.66,217.67,C,CHRIST CHURCH,CC
027005,2024,1518713136,Christ Church Foundation School,ST BARTHOLOMEW'S PRIMARY,M,79,70,110.19,108.33,218.52,A,CHRIST CHURCH,CC
027006,2024,1518713137,Princess Margaret Secondary,ST. BARTHOLOMEW'S PRIMARY,M,21,19,67.27,80.7,147.97,D,CHRIST CHURCH,CC
027007,2024,1518713138,Princess Margaret Secondary,ST BARTHOLOMEW'S PRIMARY,M,35,15,77.63,78.54,156.17,D,CHRIST CHURCH,CC
027008,2024,1518713139,Christ Church Foundation School,ST. BARTHOLOMEW'S PRIMARY,M,79,71,110.19,108.87,219.06,B,CHRIST CHURCH,CC
027009,2024,1528901295,St Leonard's Boys Secondary School,ST. BARTHOLOMEW'S PRIMARY,M,51,28,89.47,85.58,175.05,D,CHRIST CHURCH,CC
027010,2024,1518713143,The St Michael School,ST. BARTHOLOMEW'S PRIMARY,M,86,79,115.37,113.21,228.58,A,CHRIST CHURCH,CC
027011,2024,1518713145,Springer Memorial Secondary School,ST. BARTHOLOMEW'S PRIMARY,F,54,42,91.69,93.16,184.85,D,CHRIST CHURCH,CC
027012,2024,1537550752,Princess Margaret Secondary,ST. BARTHOLOMEW'S PRIMARY,F,54,22,91.69,82.33,174.02,D,CHRIST CHURCH,CC
027013,2024,1519219562,Deighton Griffith Secondary School,ST. BARTHOLOMEW'S PRIMARY,F,65,70,99.83,108.33,208.16,C,CHRIST CHURCH,CC
027014,2024,1518713146,The St Michael School,ST. BARTHOLOMEW'S PRIMARY,F,85,85,114.63,116.46,231.09,B,ST. PHILIP,SPL
027015,2024,1518713148,Princess Margaret Secondary,ST. BARTHOLOMEW'S PRIMARY,F,48,25,87.25,83.95,171.2,C,CHRIST CHURCH,CC
027016,2024,1518713149,Graydon Sealy Secondary School,ST BARTHOLOMEW'S PRIMARY,F,59,21,95.39,81.79,177.18,C,CHRIST CHURCH,CC
027017,2024,1518713150,Graydon Sealy Secondary School,ST. BARTHOLOMEW'S PRIMARY,F,73,43,105.75,93.7,199.45,C,CHRIST CHURCH,CC
030001,2024,1529420883,St Leonard's Boys Secondary School,ST CHRISTOPHER'S PRIMARY,M,55,43,92.43,93.7,186.13,D,CHRIST CHURCH,CC
030002,2024,1529420886,The Lodge School,ST CHRISTOPHER'S PRIMARY,M,78,62,109.45,104,213.45,B,CHRIST CHURCH,CC
030027,2024,1529420872,Graydon Sealy Secondary School,ST CHRISTOPHER'S PRIMARY,F,54,51,91.69,98.04,189.73,E,CHRIST CHURCH,CC
030039,2024,1529420875,Princess Margaret Secondary,ST CHRISTOPHER'S PRIMARY,F,40,21,81.33,81.79,163.12,E,CHRIST CHURCH,CC
030040,2024,1529420876,Springer Memorial Secondary School,ST CHRISTOPHER'S PRIMARY,F,57,46,93.91,95.33,189.24,E,CHRIST CHURCH,CC
030041,2024,1529420868,The Lodge School,ST. CHRISTOPHER'S PRIMARY,F,78,72,109.45,109.41,218.86,B,CHRIST CHURCH,CC
030042,2024,1529420867,Christ Church Foundation School,ST CHRISTOPHER'S PRIMARY,F,85,76,114.63,111.58,226.21,B,CHRIST CHURCH,CC
030043,2024,1541703552,Parkinson Secondary School,ST CHRISTOPHER'S PRIMARY,F,53,21,90.95,81.79,172.74,E,ST. GEORGE,SG
030044,2024,1529420869,Springer Memorial Secondary School,ST CHRISTOPHER'S PRIMARY,F,69,48,102.79,96.41,199.2,B,CHRIST CHURCH,CC
030045,2024,1529420881,Deighton Griffith Secondary School,ST CHRISTOPHER'S PRIMARY,F,61,65,96.87,105.62,202.49,D,CHRIST CHURCH,CC
030046,2024,1542289439,Springer Memorial Secondary School,ST CHRISTOPHER'S PRIMARY,F,68,47,102.05,95.87,197.92,D,CHRIST CHURCH,CC
030047,2024,1529420880,Graydon Sealy Secondary School,ST. CHRISTOPHER'S PRIMARY,F,52,29,90.21,86.12,176.33,E,CHRIST CHURCH,CC
030048,2024,1529420858,Graydon Sealy Secondary School,ST CHRISTOPHER'S PRIMARY,F,60,29,96.13,86.12,182.25,E,CHRIST CHURCH,CC
030049,2024,1529420859,Graydon Sealy Secondary School,ST CHRISTOPHER'S PRIMARY,F,63,29,98.35,86.12,184.47,C,CHRIST CHURCH,CC
030050,2024,1529420870,Springer Memorial Secondary School,ST CHRISTOPHER'S PRIMARY,F,59,44,95.39,94.25,189.64,D,CHRIST CHURCH,CC
030051,2024,1529420871,Springer Memorial Secondary School,ST CHRISTOPHER'S PRIMARY,F,52,64,90.21,105.08,195.29,D,CHRIST CHURCH,CC
030052,2024,1529420847,Christ Church Foundation School,ST CHRISTOPHER'S PRIMARY,M,81,78,111.67,112.66,224.33,B,CHRIST CHURCH,CC
